online_order,book_table,location,rest_type,cuisines,listed_in(type),listed_in(city)
1,1,60,65,1066,4,24
1,0,60,22,1151,4,24
1,0,60,29,28,4,24
1,0,60,66,1908,4,24
1,0,60,29,907,4,24
1,0,60,29,941,4,24
1,0,60,22,697,4,24
0,0,60,23,81,4,24
1,0,60,29,105,4,24
0,1,60,33,424,4,24
0,0,60,56,1492,4,24
0,0,60,29,1481,4,24
1,0,60,29,935,4,24
1,0,60,29,280,4,24
0,0,60,29,1916,4,24
0,0,60,29,1886,4,24
1,0,60,29,1886,4,24
0,0,60,29,1461,4,24
1,0,60,22,85,4,24
1,0,60,66,1447,4,24
0,0,60,59,1870,4,24
0,0,60,29,1886,4,24
1,0,60,22,1174,4,24
1,0,60,22,79,4,24
1,0,60,29,935,4,24
0,0,60,29,1436,4,24
1,1,60,29,508,4,24
1,0,60,29,215,4,24
1,0,60,22,1118,4,24
1,0,31,67,1847,4,24
1,0,60,29,1671,4,24
1,0,60,29,1243,4,24
1,1,60,29,1538,4,24
0,0,60,29,1447,4,24
0,0,60,29,1870,4,24
0,0,60,29,1459,4,24
0,0,60,29,1870,4,24
1,0,60,22,1211,4,24
1,0,60,29,999,4,24
1,0,60,22,720,4,24
1,0,60,22,682,4,24
0,0,60,2,533,4,24
0,0,60,59,1870,4,24
0,0,60,29,1068,4,24
0,0,60,59,619,4,24
0,0,60,59,1908,4,24
0,0,60,29,200,4,24
1,0,60,66,1909,4,24
1,0,60,29,1322,4,24
0,0,60,29,1447,4,24
0,0,60,22,1195,4,24
0,0,60,16,834,4,24
0,0,60,59,1908,4,24
0,0,60,66,1452,4,24
1,0,60,22,1109,4,24
0,0,60,29,200,4,24
0,0,60,29,299,4,24
0,0,60,22,1109,4,24
1,0,60,66,1321,4,24
1,0,60,66,1447,4,24
1,0,60,66,968,4,24
1,0,60,66,1627,4,24
1,0,60,66,1681,4,24
1,0,60,66,1338,4,24
1,0,60,42,782,4,24
0,0,60,66,1735,4,24
0,0,60,45,1572,4,24
1,0,60,66,668,4,24
1,0,60,66,1077,4,24
1,0,60,66,1795,4,24
1,0,60,66,619,4,24
1,0,60,66,886,4,24
1,0,60,66,1390,4,24
0,0,60,66,1900,4,24
1,0,60,66,740,4,24
1,0,60,66,1233,4,24
1,0,60,66,1298,4,24
1,0,60,66,751,4,24
0,0,60,66,1461,4,24
1,0,60,66,935,4,24
0,0,60,66,1870,4,24
1,0,60,66,1367,4,24
0,0,60,66,1886,4,24
0,0,60,66,200,4,24
1,0,60,66,1622,4,24
1,0,60,66,1865,4,24
1,0,60,6,511,4,24
1,0,60,66,1722,4,24
1,0,60,66,935,4,24
0,0,60,66,1795,4,24
1,0,60,66,1860,4,24
1,0,60,66,171,4,24
1,0,60,66,1461,4,24
0,0,60,66,1685,4,24
1,0,60,66,1908,4,24
1,0,60,66,1077,4,24
0,0,60,66,1478,4,24
0,0,60,66,937,4,24
0,0,60,66,1802,4,24
0,0,60,66,863,4,24
1,0,60,66,1889,4,24
1,0,60,20,739,4,24
1,0,60,66,1622,4,24
1,0,60,66,1913,4,24
0,0,60,66,1913,4,24
1,0,60,66,1694,4,24
0,0,60,66,1889,4,24
0,0,60,66,1671,4,24
0,0,60,66,1405,4,24
0,0,60,66,1886,4,24
0,0,60,66,1622,4,24
0,0,60,66,1423,4,24
0,0,60,66,1685,4,24
0,0,60,66,935,4,24
0,0,60,66,1870,4,24
0,0,60,66,865,4,24
1,0,60,66,1908,4,24
0,0,60,66,868,4,24
1,0,60,66,1767,4,24
0,0,60,66,1461,4,24
1,0,60,66,1671,4,24
0,0,60,66,1897,4,24
0,0,60,66,935,4,24
0,0,60,66,1870,4,24
0,0,60,66,817,4,24
0,0,60,66,1419,4,24
0,0,60,66,868,4,24
0,0,60,66,1908,4,24
0,0,60,66,1870,4,24
0,0,60,66,1908,4,24
0,0,60,66,1913,4,24
1,0,60,66,1671,4,24
0,0,60,66,1447,4,24
1,0,60,66,289,4,24
1,0,60,66,309,4,24
1,0,60,20,790,4,24
1,0,60,66,1908,4,24
0,0,60,66,1671,4,24
0,0,60,66,1227,4,24
0,0,60,66,1447,4,24
0,0,60,66,1908,4,24
0,0,60,66,203,4,24
0,0,60,66,1889,4,24
0,0,60,66,1109,4,24
0,0,60,66,1795,4,24
0,0,60,66,1622,4,24
0,0,60,66,1478,4,24
0,0,60,66,975,4,24
1,0,60,66,1897,4,24
0,0,60,66,943,4,24
0,0,60,66,666,4,24
0,0,60,66,1452,4,24
0,0,60,66,1447,4,24
0,0,60,66,1675,4,24
0,0,60,66,1870,4,24
0,0,60,66,1908,4,24
0,0,60,66,1484,4,24
0,0,60,66,1671,4,24
0,0,60,66,1685,4,24
0,0,93,66,1870,4,24
0,0,60,66,1886,4,24
0,0,60,66,868,4,24
0,0,60,66,868,4,24
0,0,60,66,1812,4,24
0,0,60,66,1227,4,24
0,0,60,66,1622,4,24
0,0,60,66,1622,4,24
0,0,60,66,1447,4,24
0,0,60,66,1447,4,24
0,0,60,66,1685,4,24
0,0,60,66,1011,4,24
0,0,60,66,1908,4,24
0,0,60,66,200,4,24
0,0,60,66,1886,4,24
1,0,60,0,511,4,24
0,0,60,66,157,4,24
1,0,60,66,1077,4,24
1,0,60,66,1908,4,24
1,0,60,66,1908,4,24
1,0,60,66,814,4,24
0,0,60,66,1006,4,24
1,0,60,66,1870,4,24
1,0,60,66,1447,4,24
0,0,60,66,1913,4,24
1,0,60,66,868,4,24
1,0,60,66,1889,4,24
0,0,75,67,1847,4,24
1,0,31,29,1907,4,24
1,0,74,66,1908,4,24
0,0,31,29,1462,4,24
1,0,31,66,1483,4,24
0,0,75,29,1321,4,24
1,0,31,29,1447,4,24
1,0,75,66,1431,4,24
1,0,75,66,1908,4,24
1,0,74,66,1694,4,24
0,0,23,29,935,4,24
0,0,75,66,612,4,24
1,0,75,59,596,4,24
1,0,23,29,1447,4,24
1,0,31,66,1462,4,24
0,0,75,66,1640,4,24
0,0,74,66,1907,4,24
0,0,93,29,1461,4,24
0,0,31,66,1908,4,24
1,0,92,66,1804,4,24
0,0,74,66,1886,4,24
1,0,93,29,1447,4,24
1,0,93,66,1461,4,24
1,0,75,66,1459,4,24
0,0,31,66,1886,4,24
1,0,75,54,1622,4,24
0,0,74,66,1691,4,24
1,0,62,53,1447,4,24
0,0,31,29,1436,4,24
0,0,31,66,1784,4,24
1,0,75,66,1889,4,24
0,0,74,66,1671,4,24
0,0,23,66,1622,4,24
0,0,75,66,1671,4,24
0,0,75,66,1447,4,24
0,0,23,66,1908,4,24
1,0,23,66,1685,4,24
1,0,74,66,1908,4,24
0,0,75,66,1908,4,24
0,0,93,66,311,4,24
0,0,31,66,1622,4,24
0,0,75,66,280,4,24
0,0,74,66,1622,4,24
0,0,23,66,1325,4,24
1,0,31,66,1461,4,24
0,0,74,66,1751,4,24
0,0,75,66,1870,4,24
0,0,31,66,1897,4,24
1,0,75,66,868,4,24
0,0,75,66,1908,4,24
1,0,75,66,1447,4,24
1,0,93,66,1317,4,24
0,1,60,10,1544,5,24
0,1,60,35,1240,5,24
0,0,60,65,1268,5,24
1,1,60,27,1156,5,24
0,0,60,8,1447,5,24
1,1,60,65,1066,5,24
0,0,60,56,1492,5,24
0,1,60,35,1240,6,24
0,1,60,10,1544,6,24
0,0,60,65,1268,6,24
1,1,60,27,1156,6,24
0,0,60,10,1317,6,24
0,0,60,8,1447,6,24
1,1,60,65,1066,6,24
0,1,63,62,115,0,25
1,1,27,29,507,0,25
0,1,16,48,430,0,25
0,1,63,48,415,0,25
0,1,63,48,1560,0,25
0,1,63,10,286,0,25
0,1,63,29,219,0,25
0,0,63,29,1447,0,25
0,1,27,29,497,0,25
0,1,27,33,342,0,25
1,1,27,29,1762,0,25
1,1,27,29,1227,0,25
1,1,27,10,1602,0,25
1,1,27,29,1268,0,25
1,1,27,29,1768,0,25
1,1,27,29,1870,0,25
1,0,27,29,1441,0,25
0,1,27,29,1223,0,25
0,1,27,34,1860,0,25
1,1,27,29,1870,0,25
1,1,27,29,1001,0,25
1,1,16,29,429,0,25
0,0,16,10,1231,0,25
1,0,16,29,250,0,25
0,0,16,29,214,0,25
0,0,16,29,1870,0,25
0,0,27,29,1501,0,25
1,0,27,22,654,1,25
1,1,27,66,761,1,25
0,0,63,22,1169,1,25
1,0,63,24,708,1,25
0,0,63,22,1174,1,25
0,0,33,22,1109,1,25
0,0,33,28,1180,1,25
0,0,83,41,1128,1,25
0,0,83,22,1109,1,25
0,0,83,22,1109,1,25
0,0,33,22,1182,1,25
0,0,27,24,1164,1,25
1,0,27,24,703,1,25
1,0,27,23,85,1,25
1,1,27,2,514,1,25
0,1,16,26,1145,1,25
1,0,27,22,719,1,25
1,0,27,22,78,1,25
0,0,27,22,1109,1,25
1,0,27,23,1148,1,25
1,1,27,23,1135,1,25
0,0,27,22,1164,1,25
1,1,27,22,1175,1,25
1,0,27,22,66,1,25
1,0,27,22,1080,1,25
1,0,27,24,1164,1,25
1,0,27,42,693,1,25
1,1,27,22,697,1,25
0,0,27,22,1164,1,25
1,0,27,2,533,1,25
1,1,27,66,678,1,25
1,0,27,22,1206,1,25
1,0,27,23,1132,1,25
1,0,27,22,77,1,25
0,0,27,22,682,1,25
1,0,16,22,1130,1,25
0,0,27,24,1165,1,25
1,0,27,66,1622,1,25
0,0,16,22,1109,1,25
1,0,27,66,1317,1,25
0,0,27,22,1132,1,25
0,0,27,22,1109,1,25
0,0,27,22,1109,1,25
0,0,27,22,1140,1,25
0,0,27,22,1109,1,25
1,0,27,22,1174,1,25
1,0,27,2,533,1,25
0,0,16,22,1109,1,25
0,0,27,22,1038,1,25
0,0,27,24,708,1,25
0,0,16,24,81,1,25
0,0,16,22,1174,1,25
0,0,27,22,1132,1,25
1,0,27,40,947,2,25
1,0,63,41,1669,2,25
1,0,16,66,989,2,25
1,0,27,22,719,2,25
1,0,27,40,1353,2,25
1,0,63,29,171,2,25
1,0,56,40,1275,2,25
1,0,17,40,59,2,25
1,0,63,40,1449,2,25
1,0,33,66,1879,2,25
1,0,27,66,1461,2,25
1,0,27,42,772,2,25
1,0,27,66,1870,2,25
1,0,33,66,1461,2,25
1,0,63,66,1447,2,25
1,0,27,66,668,2,25
1,0,27,66,868,2,25
1,0,27,29,1441,2,25
1,0,33,29,186,2,25
1,0,27,66,1665,2,25
1,0,63,66,315,2,25
1,0,33,66,1447,2,25
1,0,27,66,753,2,25
1,0,27,66,1685,2,25
1,0,83,66,229,2,25
1,0,27,66,1677,2,25
1,0,27,40,1760,2,25
1,0,46,40,833,2,25
1,0,27,41,985,2,25
1,0,35,66,1419,2,25
1,0,35,29,1447,2,25
1,0,33,66,1870,2,25
1,0,83,66,622,2,25
1,1,33,29,601,2,25
1,0,27,66,1685,2,25
1,0,63,40,868,2,25
1,0,33,66,1461,2,25
1,0,16,29,250,2,25
1,0,63,41,847,2,25
1,0,27,66,1721,2,25
1,0,35,40,1870,2,25
1,0,27,42,1589,2,25
1,0,63,41,1892,2,25
1,1,63,29,225,2,25
1,0,33,66,1077,2,25
1,0,16,40,551,2,25
1,0,10,29,971,2,25
1,1,27,29,1870,2,25
1,0,83,66,990,2,25
1,1,27,29,1870,2,25
1,0,27,29,980,2,25
1,1,27,29,1832,2,25
1,0,35,29,1219,2,25
1,0,63,66,1447,2,25
1,0,63,66,1227,2,25
1,0,35,29,1430,2,25
1,0,27,29,941,2,25
1,0,63,66,1077,2,25
1,0,16,40,979,2,25
1,0,27,41,974,2,25
1,0,33,29,1481,2,25
1,0,63,29,935,2,25
1,0,63,40,1447,2,25
1,0,27,59,1886,2,25
1,0,27,29,1870,2,25
1,1,27,66,678,2,25
1,0,41,40,1461,2,25
1,0,27,66,997,2,25
1,0,41,40,1870,2,25
1,0,27,66,129,2,25
1,0,63,66,1671,2,25
1,0,63,66,868,2,25
1,0,33,29,1395,2,25
1,0,10,66,1447,2,25
1,1,35,29,598,2,25
1,0,33,29,884,2,25
1,0,63,40,1447,2,25
1,1,27,29,1860,2,25
1,0,16,29,939,2,25
1,0,27,69,1913,2,25
1,0,83,29,171,2,25
1,0,56,66,1242,2,25
1,0,44,66,975,2,25
1,1,27,23,1194,2,25
1,0,33,29,219,2,25
1,0,63,29,753,2,25
1,0,27,66,676,2,25
1,0,33,40,868,2,25
1,0,56,40,1447,2,25
1,0,35,66,1908,2,25
1,0,63,24,708,2,25
1,1,27,29,1432,2,25
0,0,56,66,1321,2,25
1,0,46,66,1097,2,25
1,0,18,66,1447,2,25
1,0,44,40,1860,2,25
1,0,33,29,941,2,25
1,0,27,42,1569,2,25
1,0,33,66,1077,2,25
1,0,27,66,1447,2,25
1,0,27,20,790,2,25
1,0,33,29,602,2,25
1,0,27,29,1459,2,25
1,0,27,66,1681,2,25
1,0,27,40,1099,2,25
0,0,63,66,929,2,25
1,0,27,29,1681,2,25
1,0,27,29,1438,2,25
1,0,27,42,772,2,25
1,0,27,40,1586,2,25
1,0,33,29,182,2,25
1,0,46,40,1481,2,25
1,0,27,10,443,2,25
1,0,33,29,994,2,25
1,0,56,41,1447,2,25
1,0,27,40,1447,2,25
1,0,27,66,587,2,25
1,0,44,40,935,2,25
1,0,27,40,470,2,25
1,1,27,29,436,2,25
1,0,33,63,935,2,25
1,0,27,40,853,2,25
1,0,16,66,1419,2,25
1,0,27,29,1101,2,25
1,0,16,40,1014,2,25
1,0,27,29,1388,2,25
1,0,83,41,1419,2,25
1,1,27,29,833,2,25
1,1,27,29,1571,2,25
1,0,27,29,1475,2,25
1,0,27,40,868,2,25
1,0,63,66,1461,2,25
1,0,16,40,511,2,25
1,0,41,40,1275,2,25
1,0,27,22,66,2,25
1,0,27,40,821,2,25
1,0,83,40,858,2,25
1,0,27,40,844,2,25
1,0,63,66,215,2,25
1,0,16,59,159,2,25
1,0,27,24,703,2,25
1,0,27,41,1671,2,25
1,0,33,16,827,2,25
0,0,16,29,157,2,25
1,0,27,29,1825,2,25
1,0,33,29,1431,2,25
1,0,27,42,1569,2,25
1,0,27,42,772,2,25
1,0,10,66,1735,2,25
1,0,27,29,1105,2,25
1,1,27,29,1227,2,25
1,0,83,66,961,2,25
1,0,35,29,937,2,25
1,0,83,40,1681,2,25
1,0,63,68,1659,2,25
1,0,27,20,668,2,25
1,1,27,29,1268,2,25
1,1,27,29,1795,2,25
1,0,27,29,359,2,25
1,0,16,66,1767,2,25
1,1,27,29,1768,2,25
1,0,27,29,364,2,25
1,0,27,18,781,2,25
1,0,33,29,157,2,25
1,0,18,40,72,2,25
1,1,27,66,761,2,25
1,0,27,41,1722,2,25
1,0,27,40,1892,2,25
1,0,18,16,793,2,25
1,0,33,41,55,2,25
1,0,27,22,1206,2,25
1,1,27,10,1602,2,25
1,0,27,6,522,2,25
1,0,27,40,1870,2,25
1,0,27,29,1407,2,25
1,0,33,66,1622,2,25
1,0,27,41,1630,2,25
1,0,83,66,1688,2,25
1,0,27,65,31,2,25
1,0,18,66,619,2,25
1,0,33,66,999,2,25
1,1,27,66,280,2,25
1,0,27,24,1164,2,25
1,0,27,2,540,2,25
1,0,35,66,1447,2,25
1,0,83,0,551,2,25
1,0,33,66,1900,2,25
1,0,27,66,1662,2,25
1,0,27,29,1447,2,25
1,0,84,16,834,2,25
1,0,44,66,455,2,25
1,0,33,40,1870,2,25
1,0,27,66,1821,2,25
1,0,27,66,1908,2,25
1,0,27,41,1095,2,25
1,0,27,42,830,2,25
1,0,83,66,105,2,25
1,0,33,41,1870,2,25
1,0,27,22,713,2,25
1,0,27,16,781,2,25
1,0,27,42,793,2,25
1,0,33,42,1589,2,25
1,0,33,66,1452,2,25
1,0,35,66,1870,2,25
1,0,27,66,752,2,25
1,1,27,29,442,2,25
1,0,27,29,1916,2,25
1,0,63,66,968,2,25
1,0,27,29,1848,2,25
1,0,63,40,1892,2,25
1,0,27,42,693,2,25
1,0,16,42,1576,2,25
1,0,27,29,1860,2,25
1,0,27,29,1461,2,25
1,0,83,40,1419,2,25
1,1,27,10,113,2,25
1,0,63,0,551,2,25
1,0,10,66,1870,2,25
1,0,16,40,1767,2,25
1,0,27,23,1148,2,25
1,0,27,40,1560,2,25
1,0,33,66,1447,2,25
1,0,33,66,994,2,25
1,0,27,29,1889,2,25
1,0,33,16,853,2,25
1,0,27,29,1432,2,25
1,1,27,29,339,2,25
1,0,27,40,1908,2,25
1,0,63,29,1419,2,25
1,0,27,41,1734,2,25
1,0,63,66,1622,2,25
1,0,16,18,772,2,25
1,0,35,66,1685,2,25
1,0,33,66,988,2,25
1,0,33,29,1001,2,25
1,0,16,41,628,2,25
0,0,27,66,1029,2,25
1,0,10,29,1437,2,25
1,0,27,40,635,2,25
1,0,33,66,745,2,25
1,0,27,22,1174,2,25
1,0,27,41,15,2,25
1,0,27,42,772,2,25
1,0,27,66,1227,2,25
1,0,27,22,1035,2,25
1,0,27,29,24,2,25
1,0,33,40,1671,2,25
1,0,33,66,1881,2,25
1,0,16,66,1652,2,25
1,0,27,66,1308,2,25
1,0,35,66,1622,2,25
1,0,16,66,886,2,25
1,0,27,42,1569,2,25
1,1,27,29,107,2,25
1,0,27,29,216,2,25
1,0,10,66,1870,2,25
1,0,27,66,147,2,25
1,0,33,42,1632,2,25
1,0,27,29,1226,2,25
1,0,27,22,1121,2,25
1,0,27,22,722,2,25
1,0,27,66,1467,2,25
1,0,56,66,954,2,25
1,0,83,29,1406,2,25
1,1,27,29,1248,2,25
1,0,27,29,935,2,25
1,0,10,66,1622,2,25
1,0,10,66,670,2,25
1,0,27,42,1589,2,25
1,0,18,66,1870,2,25
1,0,35,16,628,2,25
1,0,84,0,561,2,25
1,1,27,29,1870,2,25
1,0,18,40,105,2,25
1,1,27,29,1357,2,25
1,1,27,29,1762,2,25
1,0,35,66,602,2,25
1,0,63,40,551,2,25
1,0,63,66,1077,2,25
1,0,83,40,551,2,25
0,0,35,66,463,2,25
1,0,10,66,1681,2,25
1,0,56,42,1589,2,25
1,0,27,66,1673,2,25
1,0,63,41,1560,2,25
1,0,27,23,1132,2,25
1,0,27,29,1870,2,25
1,0,27,66,1447,2,25
1,0,35,29,1461,2,25
0,0,10,66,1805,2,25
1,0,83,66,1908,2,25
1,0,18,66,1671,2,25
1,0,27,66,1622,2,25
1,0,10,66,1795,2,25
1,1,27,29,1832,2,25
1,0,27,40,764,2,25
1,0,27,29,1322,2,25
1,0,18,66,1870,2,25
1,0,27,66,1870,2,25
1,0,27,66,1870,2,25
1,0,63,29,1436,2,25
1,0,16,3,551,2,25
1,0,27,66,1622,2,25
1,0,27,29,1818,2,25
1,0,27,66,1685,2,25
1,0,10,29,939,2,25
1,0,83,66,333,2,25
1,0,27,66,613,2,25
1,0,27,40,1492,2,25
1,0,17,40,868,2,25
1,0,17,40,1447,2,25
1,0,27,0,551,2,25
1,0,33,29,1798,2,25
1,0,18,41,1634,2,25
1,0,0,66,1691,2,25
1,0,27,29,1436,2,25
1,0,27,29,1803,2,25
1,0,83,41,1589,2,25
1,1,27,29,507,2,25
1,0,83,66,1622,2,25
1,0,27,20,817,2,25
1,0,33,45,1844,2,25
1,0,27,42,511,2,25
1,0,63,66,1077,2,25
1,0,27,40,1870,2,25
1,0,27,45,1847,2,25
1,0,35,41,1681,2,25
1,0,27,42,1569,2,25
1,0,27,29,1447,2,25
1,0,63,66,1077,2,25
1,0,27,41,1447,2,25
1,0,18,42,1569,2,25
1,0,56,66,1774,2,25
1,0,18,66,1447,2,25
1,0,33,66,1870,2,25
1,0,63,40,1317,2,25
1,0,27,41,767,2,25
0,0,33,0,511,2,25
1,0,27,40,1227,2,25
1,0,27,41,1227,2,25
1,1,27,29,1001,2,25
1,0,17,53,126,2,25
1,0,63,16,798,2,25
1,0,27,66,790,2,25
1,0,27,66,1001,2,25
1,0,27,23,85,2,25
1,0,18,40,511,2,25
1,0,56,66,1317,2,25
1,0,27,42,1744,2,25
1,0,63,42,1589,2,25
1,0,27,54,1743,2,25
1,0,33,29,1387,2,25
1,0,27,66,1870,2,25
0,0,84,66,1447,2,25
1,0,35,66,182,2,25
1,0,63,66,1886,2,25
1,0,27,67,1847,2,25
0,1,63,29,1001,2,25
1,0,63,66,753,2,25
1,0,27,22,78,2,25
0,0,27,10,1046,2,25
1,0,33,66,1694,2,25
1,0,10,42,1589,2,25
1,0,27,40,860,2,25
0,0,83,66,1870,2,25
1,0,27,66,834,2,25
1,0,10,66,941,2,25
1,0,27,66,1889,2,25
1,1,16,29,429,2,25
1,1,27,22,697,2,25
1,0,33,66,1886,2,25
1,0,35,6,551,2,25
1,1,27,23,1135,2,25
1,0,35,66,1077,2,25
0,0,18,66,1447,2,25
1,0,27,2,533,2,25
1,0,27,66,1460,2,25
1,0,27,16,793,2,25
1,0,27,66,146,2,25
1,0,27,42,1569,2,25
1,0,27,66,818,2,25
1,0,27,41,335,2,25
1,0,16,66,1899,2,25
1,0,27,68,1841,2,25
1,0,33,66,1447,2,25
1,0,33,66,975,2,25
1,0,18,66,1772,2,25
1,0,33,0,561,2,25
1,0,27,42,1589,2,25
1,0,16,16,834,2,25
1,0,35,66,1768,2,25
1,0,35,29,935,2,25
1,0,27,22,1140,2,25
1,0,63,66,1447,2,25
1,0,27,20,790,2,25
1,0,27,66,1001,2,25
1,0,83,41,1447,2,25
0,1,63,10,286,2,25
1,0,27,66,1011,2,25
1,0,84,66,1913,2,25
1,1,27,29,1870,2,25
1,0,56,41,1461,2,25
0,0,84,66,1462,2,25
1,0,27,66,954,2,25
0,0,16,66,1317,2,25
1,0,63,29,1447,2,25
1,0,27,66,1447,2,25
1,0,35,29,1225,2,25
1,0,35,42,1589,2,25
1,0,18,66,954,2,25
1,0,35,45,1572,2,25
1,0,16,66,1908,2,25
1,0,27,66,1908,2,25
1,0,63,29,968,2,25
1,0,27,0,551,2,25
1,0,46,66,935,2,25
1,0,35,2,528,2,25
1,0,18,66,1447,2,25
0,0,63,29,182,2,25
0,0,63,66,941,2,25
0,0,27,42,1569,2,25
1,0,27,66,1317,2,25
1,0,27,66,1913,2,25
0,0,63,0,551,2,25
1,0,27,42,1589,2,25
1,1,27,29,1227,2,25
1,0,27,40,628,2,25
1,0,41,66,1510,2,25
1,0,42,40,1317,2,25
1,0,27,10,1436,2,25
1,0,63,66,1675,2,25
1,0,35,66,1447,2,25
0,0,33,28,1180,2,25
1,0,63,0,511,2,25
1,0,10,51,1870,2,25
1,0,63,66,602,2,25
1,0,27,40,1737,2,25
1,0,35,41,1795,2,25
1,1,27,2,514,2,25
1,0,27,29,603,2,25
1,0,18,66,1297,2,25
0,0,63,66,1622,2,25
1,0,83,41,1393,2,25
1,0,63,66,790,2,25
0,0,10,51,1739,2,25
0,0,16,66,1405,2,25
1,0,63,66,1671,2,25
0,0,18,66,1419,2,25
1,0,27,66,1870,2,25
0,0,27,29,200,2,25
1,0,33,66,1694,2,25
1,0,33,42,561,2,25
0,0,27,22,1109,2,25
0,0,63,66,1317,2,25
0,0,63,66,1904,2,25
1,0,63,66,935,2,25
1,0,27,66,309,2,25
1,0,27,29,1563,2,25
1,0,27,63,367,2,25
1,0,27,66,1492,2,25
0,0,63,29,1870,2,25
0,1,63,48,395,2,25
1,0,10,42,1589,2,25
1,0,27,22,77,2,25
0,0,63,66,1390,2,25
1,0,18,40,144,2,25
0,0,63,29,1447,2,25
0,0,63,59,1870,2,25
1,0,84,66,1447,2,25
1,0,46,41,1767,2,25
0,0,27,66,1691,2,25
0,0,63,66,1870,2,25
0,0,63,54,1662,2,25
0,0,63,66,1461,2,25
0,0,63,29,925,2,25
0,0,63,63,551,2,25
0,0,63,40,1886,2,25
1,1,27,29,1268,2,25
1,0,27,66,1908,2,25
0,0,63,66,1459,2,25
0,0,63,41,1870,2,25
0,0,63,41,1870,2,25
0,0,63,40,511,2,25
0,0,63,66,1908,2,25
0,0,63,66,1461,2,25
0,0,63,41,790,2,25
1,0,33,66,1694,2,25
0,1,27,10,131,2,25
0,0,16,40,1729,2,25
0,0,63,42,1569,2,25
0,0,63,66,1461,2,25
1,0,35,66,1886,2,25
1,1,63,35,1492,2,25
0,0,63,66,868,2,25
0,0,63,40,1870,2,25
0,0,63,66,1297,2,25
0,0,63,41,551,2,25
0,0,63,0,511,2,25
1,0,16,66,1447,2,25
1,1,27,29,1895,2,25
1,0,27,29,1227,2,25
1,0,63,0,511,2,25
1,0,27,41,1886,2,25
1,0,27,22,654,2,25
1,0,27,22,1174,2,25
1,0,17,40,1870,2,25
1,0,83,41,605,2,25
1,0,27,22,1132,2,25
1,0,27,40,1732,2,25
1,0,90,16,1772,2,25
1,0,56,66,1382,2,25
1,0,27,69,1908,2,25
0,0,27,56,1611,2,25
0,0,63,66,868,2,25
0,0,27,66,1447,2,25
1,0,16,66,1870,2,25
0,0,27,41,114,2,25
0,0,27,22,1140,2,25
1,0,27,66,1805,2,25
0,0,27,41,885,2,25
1,1,27,22,1175,2,25
0,0,27,66,868,2,25
0,0,27,66,1687,2,25
0,0,27,3,551,2,25
0,1,27,29,1536,2,25
0,0,17,53,1622,2,25
0,0,16,66,1870,2,25
0,0,27,22,1109,2,25
0,0,27,41,511,2,25
0,0,16,41,1870,2,25
0,0,27,40,857,2,25
0,0,83,41,1492,2,25
0,0,81,40,1729,2,25
0,0,16,0,560,2,25
0,0,27,24,708,2,25
0,0,27,0,511,2,25
0,0,16,66,1710,2,25
0,0,16,3,551,2,25
0,0,16,24,81,2,25
0,0,16,66,629,2,25
0,0,27,66,1908,2,25
0,0,27,0,511,2,25
0,0,83,41,1870,2,25
0,0,16,66,1001,2,25
0,0,16,0,551,2,25
0,0,10,40,1870,2,25
0,0,16,40,1317,2,25
0,0,10,41,619,2,25
0,0,27,40,551,2,25
0,0,27,22,1038,2,25
1,0,83,41,1870,2,25
1,0,63,16,1772,2,25
1,0,63,66,1675,2,25
1,0,27,66,15,2,25
1,0,83,66,1248,2,25
1,0,16,40,1735,2,25
1,0,27,68,1847,2,25
1,0,27,40,1560,2,25
1,0,33,40,1908,2,25
1,1,27,29,256,2,25
1,0,35,42,1569,2,25
1,0,27,40,1688,2,25
1,0,44,40,1569,2,25
0,1,27,33,1556,2,25
0,1,16,26,1145,2,25
1,0,27,6,559,2,25
1,0,33,66,1691,2,25
0,1,27,10,1243,2,25
1,1,27,29,1001,2,25
0,0,16,8,1294,2,25
0,0,27,66,1447,2,25
1,0,26,66,1447,2,25
1,0,63,0,511,2,25
1,0,27,41,1461,2,25
0,0,27,29,1889,2,25
0,1,27,10,171,2,25
0,0,27,29,1840,2,25
0,0,27,29,182,2,25
1,0,27,66,1447,2,25
0,1,27,29,789,2,25
0,0,27,22,1109,2,25
0,0,27,29,1226,2,25
0,0,27,22,1164,2,25
1,0,27,22,1080,2,25
1,0,27,40,1466,2,25
0,0,27,29,397,2,25
0,0,33,22,1109,2,25
0,0,27,41,1516,2,25
0,0,27,66,1447,2,25
1,0,16,29,754,2,25
0,1,27,29,1870,2,25
0,0,10,66,1908,2,25
0,0,27,16,834,2,25
0,0,27,66,609,2,25
1,0,16,22,1130,2,25
0,0,27,24,1165,2,25
0,0,16,52,1657,2,25
0,0,27,66,1908,2,25
0,0,27,66,1514,2,25
1,0,33,66,935,2,25
1,0,16,40,935,2,25
0,0,27,40,412,2,25
0,0,27,22,1132,2,25
0,0,83,29,1461,2,25
0,0,27,41,834,2,25
0,0,27,41,1352,2,25
0,0,27,42,1589,2,25
0,0,33,66,1913,2,25
0,0,16,29,214,2,25
0,0,33,29,1908,2,25
0,0,27,20,821,2,25
0,0,27,66,1805,2,25
0,0,83,66,1622,2,25
0,0,83,29,1870,2,25
1,0,27,18,772,2,25
0,0,16,66,935,2,25
0,0,33,66,1447,2,25
0,0,27,40,821,2,25
0,0,83,66,1870,2,25
0,0,16,40,1886,2,25
